ogc_fid,GEOMETRY,full_id,osm_id,osm_type,amenity,contact:line,contact:instagram,opening_hours:covid19,internet_access:ssid,addr:street:en,tents,camping,payment:electronic_purses,payment:debit_cards,payment:credit_cards,diet:gluten_free,drink:juice,coffee,description:fr,lanes,internet_access:type,name:vi,name:es,organic,toilets,payment:cash,currency:thb,addr:state,addr:country,name:ru,wlan,name:uk,name:de,description:en,addr:subdistrict,addr:province,entrance,diet:vegetarian,source:opening_hours,source:name,drive_through,drink:tea,name:fr,toilets:wheelchair,contact:website,name:alt,microroasting,facebook,drink:filter_coffee,drink:espresso,addr:city:source,source:amenity,name:ja,brand:th,brand:en,diet:vegan,level,alt_name,tourism,email,contact:phone,contact:facebook,addr:postcode,addr:city,operator,alt_name:en,wifi:password,wifi,addr:street,description,shop,smoking,outdoor_seating,internet_access:fee,air_conditioning,addr:housenumber,phone,breakfast,internet_access,name:zh,opening_hours,wheelchair,website,takeaway,official_name,name:th,name:en,name,cuisine,brand:wikipedia,brand:wikidata,brand,lat,long
1240,,n9197354582,9197354582,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sky Hawk,,,,,18.95545,99.31036
1242,,n9252808360,9252808360,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nobi Cha,bubble_tea,,,,18.75178,99.00926
1246,,n9288145517,9288145517,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,คาเฟ่ อเมซอน,Café Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-18:00,,,yes,,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,coffee_shop,en:Café Amazon,Q43247503,คาเฟ่ อเมซอน,18.76354,98.97291
1252,,n9314302717,9314302717,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+6688 260 2622,,wlan,,Mo-Su 08:30-18:00,,https://m.facebook.com/MON-ING-DAO-CAF%C3%89-101605994642660/,,,,Mon Ing Dao Cafe,ม่อนอิงดาวคาเฟ่,coffee_shop;tea,,,,18.93614,98.81865
1254,,n9316918017,9316918017,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,คาเฟ่ อเมซอน,Café Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-18:00,,,yes,,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,coffee_shop,en:Café Amazon,Q43247503,คาเฟ่ อเมซอน,18.84845,98.97086
1260,,n9328870117,9328870117,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66992413377,,,,Mo-Fr 07:00-17:00; Sa-Su 08:00-17:00,,,,,,Roastniyom Cafe,รสนิยม คาเฟ่,coffee_shop;tea,,,,18.76342,98.9746
1266,,n9354772493,9354772493,node,cafe,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50180,ริมใต้,,,,,,,,,,customers,,5/10,870870707,,yes,,Mo-Fr 09:00-17:00,,,,,,,Rim fam,coffee_shop,,,,18.91977,98.9366
1267,,n9366649140,9366649140,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+66 93 849 1155,,wlan,,,,,,,สมศรี มีกาแฟ,Somsee mee kafe,สมศ,coffee_shop;tea,,,,18.9227,99.3182
1269,,n9387792314,9387792314,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe Reste,,,,,18.74995,98.95062
1272,,n9396413517,9396413517,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ทุ่งหลวง ซอย 4,,,,,,,,,,,,,,,,,,Fleur Café & Eatery,Sweet Sarapee,coffee_shop;international,,,,18.90695,98.90675
1273,,n9401807217,9401807217,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahasamut Library and Cafe,Mata Coffee,,,,,18.77647,98.94843
1274,,n9404139417,9404139417,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe-de-Sot-102163295141299,50300,,,,,,ถนนโสตศึกษา,,,,,,,6,+66 95 527 0037,,wlan,,Mo-Su 07:00-17:00,,,,,,,Cafe de Sot,coffee_shop;tea,,,,18.80412,98.98109
1275,,n9404324017,9404324017,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+66 94 116 0037,,wlan,,Mo-Su 06:00-17:00,,https://formula-hmoob-coffee.business.site/?utm_source=gmb&utm_medium=referral,,,,Formula Hmong coffee,กาแฟขุนช่างเคี่ยน,coffee_shop;tea,,,,18.8422,98.90575
1276,,n9409591056,9409591056,node,cafe,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50210,ต.สันนาเม็ง อ.สันทราย จ.เชียงใหม่,,,,,ถนนเชียงใหม่-ดอยสะเก็ด,,,,,,,100/7 หมู่4,66612757887,,yes,,Mo-Su 08:00-17:00,,,,,,,Aileen Coffee CNX,coffee_shop,,,,18.84309,99.07353
1277,,n9411806917,9411806917,node,cafe,,VELAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VELAR,50170,,,,,,,,,,,,,25 Moo 6,+66 89 559 0409,,wlan,,Mo-Su 08:00-21:00,,,,,,,VELAR,cake;coffee_shop;tea,,,,19.3747,98.96275
1278,,n9422078117,9422078117,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+66 89 951 6175,,wlan,,Mo-Su 06:30-21:00,,,,,,,กาแฟม่อนแดดน้อย,barbecue;coffee_shop;tea;thai,,,,18.96339,98.41737
1279,,n9422147918,9422147918,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hmong Coffee,Miracle Coffee,coffee_shop;tea,,,,18.95375,98.43906
1280,,n9430021019,9430021019,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-20:00,,,,,,Eplus Bspase (EB),Ma Che're,coffee_shop;tea,,,,18.80022,99.02038
